Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/gomvar63/statuses/1516570370945404933,gomvar63,4/19/2022 8:12 pm,"FreseniusKabi cómo es posible que retengan contra su voluntad a las empleadas de limpieza?, Su clasismo define los valores a sus empleadas, están en México y todos valemos igual.",Mention,Text Only,602,0,"Tesistan, Jalisco, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/AarnMendozaEsp1/statuses/1516551846294429699,AarnMendozaEsp1,4/19/2022 6:58 pm,"La partida de traidores ahora se dicen perseguidos e insultados por los mexicanos. No tienen vergüenza y sobre todo no tienen madre los HDPT. Cómo se trata a un desleal,traidor,mentiroso,corrupto,entreguistas,clasista,racista que dice representar al pueblo que apuñala?. https://t.co/1ZiMQBgY3U",Message,Photo,26,0,"Morelia, Michoacán, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/MexicoSinMorena/statuses/1516549922178445315,MexicoSinMorena,4/19/2022 6:50 pm,"YinyMorales López Obrador es
Vengativo
Mediocte
Mentiroso
Hipócrita
Envidioso
Acomplejado
Frustrado
Peleado con la vida
Un personaje eso si bien manipulador que engaña a la gente ignorante. https://t.co/frShepzRUb",Mention,Photo,495,0,"Xalapa de Enriquez, Veracruz, Mexico",Women,,0,0,0,0,
Instagram,https://www.instagram.com/p/CcjMT42Lyjs/,,4/19/2022 6:45 pm,"🤔 ¿Cómo entendemos la peruanidad en términos étnico raciales?🇵🇪 ¿De qué manera están vinculadas la identidad nacional y la diversidad o la asimilación/igualdad? Te dejamos algunas reflexiones al respecto. Desliza a la derecha 👆🏽👆🏾👆🏿

*Espinosa, A. (2011). Estudios sobre identidad nacional en el Perú y sus correlatos psicológicos, sociales y culturales [Tesis Doctoral, Universidad del País Vasco].
**Cueto, R. (2017). Estudios sobre relaciones intergrupales, identidades colectivas e ideología política en dos regiones del Perú [Tesis Doctoral, Pontificia Universidad Católica del Perú]. 
***Espinosa, A. & Calderón-Prada, A. (2009). Relaciones entre la identidad nacional y la valoración de la cultura culinaria peruana en una muestra de jóvenes de clase media de Lima. Liberabit, 15, 21-28.
****Valdivia, N., Benavides, M. & Torero, M. (2007). Exclusión, identidad étnica y políticas de inclusión social en el Perú: el caso de la población indígena y la población afro descendiente. En Investigación, políticas y desarrollo en el Perú (pp. 603-655).GRADE.

#peru #peruanidad #racismo #racism #discriminacion #identidad #identidadnacional",Message,Photo,0,47,,,,46,0,1,0,
Twitter,https://twitter.com/MARIAINESMENDEZ/statuses/1516547202793021446,MARIAINESMENDEZ,4/19/2022 6:40 pm,"Elizabe06369368 @kjma91 @HernanGomezB De loco! Con esas chapitas sonrosadas se ve muy extraño y ahí todo embarrado en el sillón. Qué insoportable ha de ser convivir cotidianamente con este sujeto materialista, inmoral, superfluo, ignorante, pedante, ambicioso, clasista, convenciero, retograda, falso, encubridor, etc.",Mention,Text Only,404,0,"Tlalpan, Mexico City, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/sosajhons/statuses/1516544990150856704,sosajhons,4/19/2022 6:31 pm,adolfomateog Prohibido? 😅 que anti demócrata.. amiguito lindo si soy mexicano legalmente y aquí es donde vivo y por experiencia se que los gobiernos socialistas autoritarios que no acatan las opiniones que no son de su agrado son sumamente peligrosos.Y más si quién manda es un resentido.,Mention,Text Only,375162,0,"Colonia del Valle, Mexico City, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/medinom/statuses/1516543471221456899,medinom,4/19/2022 6:25 pm,El monero clasista que demerita a los boleadores de zapatos. | QT: OPOSICIÓN TRIUNFANTE. https://t.co/Gdzi2m7UgH,Message,Text Only,930,0,"Miguel Hidalgo, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/JavierPerezAram/statuses/1516542840720998402,JavierPerezAram,4/19/2022 6:22 pm,"ChumelTorres Eres un misógino, racista bulgar y corriente. Hoy en día cualquier pendejo es tendencia en redes sociales. https://t.co/17WmjFty4A",Mention,Photo,102,0,"Ocotlan, Jalisco, Mexico",Men,,0,0,0,0,Género
Instagram,https://www.instagram.com/p/CcjG6OeLSb6/,,4/19/2022 5:58 pm,"Voces para el legado de la Comisión de la Verdad es una franja de siete conversaciones alrededor de literatura y conflicto del 22 al 30 de abril. 
ComisionVerdadC
FILBogota
idartes
#literatura #conflicto #libros #cómic #periodismo #crónica #cuento #novela #racismo",Message,Photo,0,19,,,,19,0,0,0,
Instagram,https://www.instagram.com/p/CcjE0cxlAEL/,,4/19/2022 5:40 pm,"#Música | La banda mexicana Molotov (molotovbanda ) regresa con la canción ‘No Olvidamos’ es una invitación a analizar, criticar y externar la inconformidad sobre distintas hipocresías de los que alguna vez estuvieron al mando, del Distrito Federal. 

El tema adelanta el regreso de la agrupación a sus orígenes musicales, pues Molotov se ha caracterizado por ser una banda polémica, contestataria y a su vez llena de humor, por el uso del lenguaje burlón, directo, crudo y de doble sentido en sus letras.

En sus canciones abundan las críticas hacia los medios de comunicación y su poder ideológico en la sociedad, la sátira política y problemáticas como el racismo y la migración, situación que los llevó a ser censurados de las grandes televisiones del país.

La canción fue escrita por la banda mexicana y contó con el trabajo de Ross Robinson, quien ha trabajado con bandas como The Cure y Slipknot. También estuvieron presentes como coproductor Meme Del Real, integrante de Café Tacvba, y Mike Fraser, quien ha colaborado con AC/DC y Metallica.

Conoce más información en el link de la BIO 

#molotov #bandas #nuevosencillo #nuevacancion #noolvidamos #LaudEstereo #bogota #colombia #mexico #canciones #critica #mediosdecomunicacion #sociedad #satira #satirapolitica #racismo #migracion",Message,Photo,0,62,,,,62,0,0,0,
Instagram,https://www.instagram.com/p/CcjBINmNNS0/,,4/19/2022 5:07 pm,"Este joven sufrió una brutal agresión por parte de los vigilantes de la discoteca myavalenciaoficial. Mientras le agredían, según ha denunciado, le gritaban y le insultaban con frases como “moro de mierda, te mato”. Es #racismo, y las empresas deben responsabilizarse de los comportamientos de sus empleados y ponerles fin. Especialmente en el caso de la seguridad en las discotecas #StopRacismo #Islamofobia",Message,Photo,0,403,,,,392,0,11,0,Perfilamiento racial
Twitter,https://twitter.com/EMMAMIC74170675/statuses/1516522151117213697,EMMAMIC74170675,4/19/2022 5:00 pm,"ELBARON_NEWS Jajajajaja que les expliquen que el litio,petróleo y todo lo del subsuelo es de la Nación desde 1917.pero el Bulto No tiene dinero Ni Idea como sacarlo y no crea que estamos nadando en el viernes y para sacarlo se necesita inversión extranjera y ING.especializados  naco ignorante https://t.co/3W16aGLPaC",Mention,Photo,304,0,"Tesistan, Jalisco, Mexico",Women,,0,0,0,0,Odio
Twitter,https://twitter.com/maomelca/statuses/1516519737412440073,maomelca,4/19/2022 4:50 pm,"arr1910 López, vulgar porro resentido social “ engaña bobos”",Mention,Text Only,501,0,Mexico,Women,,0,0,0,0,Backlash
Twitter,https://twitter.com/PedroAlcantar22/statuses/1516516590740811786,PedroAlcantar22,4/19/2022 4:38 pm,"SoniaSenz4 Por el solo hecho de ser panistas, sabemos que son deshechos sociales, sus pensamientos y creencias son deleznables, clasistas",Mention,Text Only,470,0,"Coyoacan, Mexico City, Mexico",,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cci34ZMqvg3/,,4/19/2022 3:46 pm,"La #educación no cambia el mundo, pero cambia a la gente que va a cambiar el mundo. 

Por ello, el Plan Director por la Convivencia y Mejora de la Seguridad en los Centros Educativos y sus Entornos es fundamental para informar a los alumnos/as sobre los principales problemas de #seguridad y formarles en las herramientas para evitar que se conviertan en víctimas de todo tipo de #delitos.

Este Plan ofrece todo tipo de charlas sobre #acosoescolar, Internet y #redessociales, adicciones, #Racismo, #discriminación e #intolerancia #LGTBI y Violencia sobre la mujer
 
Hoy, tocaba sobre #bandasjuveniles porque las bandas no son un juego, son un camino muy peligroso que te conducen a un lugar muy oscuro: cometer delitos y perder tu vida o la de tus amigos. 

Gracias al IES Imperatriz María de Austria en #Carabanchel y a 
policianacional por hacerlo posible.",Message,Photo,0,72,,,,69,0,3,0,Género
Twitter,https://twitter.com/miguelazcano/statuses/1516500116286455813,miguelazcano,4/19/2022 3:32 pm,"versuserwin Esto es un tanto clasista mi buen amigo, tu no eres así... ¿Qué pasó? ¿no me digas que te convertiste al lado oscuro de la fuerza? Qué se exhiba la traición, el ultraje y ña hipocresía, eso es más vergonzoso qué no terminar la escuela...",Mention,Text Only,347,0,"Progreso de Alvaro Obregon, Hidalgo, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/rocio_union/statuses/1516495982862741509,rocio_union,4/19/2022 3:16 pm,"SandraCuevas_ @diorlvprada @maryjosegamboa Ajá sí, ya me la creí que la señora Cuevas acaba con los males de la Alcaldía Cuauhtémoc. Nefasta acomplejada.",Mention,Text Only,2725,0,"Acatzingo, Puebla, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/Carlos4545Jcb/statuses/1516492125365587971,Carlos4545Jcb,4/19/2022 3:01 pm,"No m4m3s, si solo te dan 2 minutotes, ridícula @LillyTellez y sigues con tu comentarios clasistas y racistas p3nd3ja https://t.co/cFw83OQDyp",Message,Photo,213,0,"Casa Blanca, Puebla, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/Sssil_/statuses/1516481117343215618,Sssil_,4/19/2022 2:17 pm,"Clases de biología quiere dar el cñor q le dice “alcancía” a la vulva.
Neta no lo comparto para darle eco al discurso de odio -porque eso es- sino para q vean las opiniones ridículas a las q se aferran y q nope, no llegan a categoría de argumentos. Discriminación y antiderechos. | QT: – ¿No merecen ser tratados con amor?
– En cuanto a homosexuales, no.
Esto declaró Juan Sandoval Íñiguez, arzobispo emérito de Guadalajara
Entrevista completa en La Octava: https://t.co/v4oynGiHdz https://t.co/TftPdAeukF",Message,Text Only,434,2,"Miguel Aleman (La Doce), Sonora, Mexico",,,1,0,0,1,
Instagram,https://www.instagram.com/tv/CcitZFTDVRy/,,4/19/2022 2:16 pm,"¿Has presenciado actos racistas?

Juntos y juntas podemos erradicarlo.

La Asamblea Nacional reformó la Ley Orgánica contra la Discriminación Racial para reforzar la lucha contra el racismo.

Aquí en el enlace para que conozcas su contenido.

http://www.asambleanacional.gob.ve/leyes/sancionadas/ley-organica-de-reforma-parcial-de-la-ley-organica-contra-la-discriminacion-racial

asamblea_ven
jorgerpsuv_
delcyrodriguezv 
casimiramonasterio 
nicolasmaduro 

#racismo #asambleanacional  #Discriminacion #leyesparaelpueblo",Message,Video,0,840,,,,792,0,48,0,
Instagram,https://www.instagram.com/p/CcitGlMJYl3/,,4/19/2022 2:12 pm,"Es el tiempo de entrar en la noche sin miedo, de atravesar ciudades y pueblos, de quemar lo viejo y renacer de las cenizas, de creer en medio de la oscuridad y de los truenos... Es el tiempo de despertar y levantarse, de ver florecer los sueños, de salir al balcón de la vida, de mirar los rincones olvidados, de asomarse al infinito, aunque nos dé vértigo, de anunciar el Evangelio y cantar a quien nos precede en el camino...
¡Es el tiempo de la vida nueva!
Es el tiempo de romper los esquemas, de escuchar las palabras del silencio, de andar por caminos inéditos, de cerrar los ojos para ver su rostro, de percibir su voz en el murmullo del universo, de sentir su presencia en el roce de todas las criaturas que nos acompañan...
¡Es el tiempo de la vida nueva!
Es el tiempo de despertar al alba, de andar erguidos y con confianza, de sumergirse en las corrientes de agua, de bautizarse todo entero, de pasar a la otra orilla, de renunciar a nuestras seguridades, de desmarcarnos de nuestras verdades, de caminar hacia Galilea...
¡Es el tiempo de la vida nueva!

#Pascua #Jesús #resucitó #amor #Domingo #Vive #EstáVivo #migrantes #tijuana #méxico #estadosunidos #racismo #delasalle #semanasanta #semanasanta2022 #educación #wearelasalle #refugees #refugeeswelcome #God #humanrights #lasallistas #utopía #300LaSalle #Easter #LaSalle #SomosLaSalle #hermanos #picoftheday #photography",Message,Photo,0,140,,,,134,0,6,0,
Twitter,https://twitter.com/GloriaGP04/statuses/1516473890687627267,GloriaGP04,4/19/2022 1:48 pm,"La REALIDAD contradice las falacias qué López ladrador escupe cada día en sus marraneras.
Merólico farsante, incapaz, soberbio, acomplejado, rencoroso e ignorante. | QT: Dato Económico: La Canasta Básica sigue arriba de los $220.00.
¿Vamos requetebien?",Message,Text Only,786,0,Mexico,Women,,0,0,0,0,
Twitter,https://twitter.com/Ignacio59724533/statuses/1516470024164233220,Ignacio59724533,4/19/2022 1:33 pm,yoeNy_33 El tiempo necesario resentido lo seguro es que los extranjeros no se lo van a apropiar que era el propósito de los paniaguados apatridas,Mention,Text Only,42,0,Mexico,Men,,0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CcioUTcrdY8/,,4/19/2022 1:30 pm,"#MedioAmbiente La gigafábrica de Tesla se encuentra a tan solo 120 metros de la comunidad Austin's Colony, que está conformada en su mayoría a personas negras y de habla hispana. Esta es una comunidad de bajos ingresos que por décadas ha estado expuesta a la falta de acceso al agua y a servicios sociales deficientes. Pero Austin's Colony no solo ha sido relegada socialmente, sino que también geográficamente, ya que está aislada de la ciudad y se encuentra en donde las fábricas industriales están, fábricas que precisamente se construyeron aisladas de la ciudad para crecer sin problema y proteger a los ciudadanos. 

Pero la comunidad latina y afro no parece estar dentro de esos ciudadanos a los que se busca proteger. Según la organización civil de justicia ambiental Poder Austin, hoy en día los habitantes se encuentran expuestos al ruido constante, a carreteras obstruidas y a la contaminación de sus fuentes hídricas. La gigafábrica de Tesla parece pronosticar que estas problemáticas solo van a aumentar. Pero, como si esto fuera poco, uno de los factores que más indignación genera es el hecho de que la fábrica sí obtiene agua pública limpia, mientras la comunidad debe conformarse con agua privada sucia. 

¿Pero qué es el racismo ambiental?
Esta no es la primera, ni la última vez que vemos un caso como este. Ya desde hace aproximadamente 5 años se viene desarrollando en Estados Unidos el concepto de racismo ambiental, que busca reconocer el lugar que han tenido las personas racializadas en la crisis ambiental que vivimos desde finales del siglo pasado. Un estudio realizado por el sociólogo Liam Downey y publicado en la National Library of Medicine, analiza la distribución espacial de las instalaciones ambientalmente peligrosas y demuestra que estas se encuentran concentradas o cercanas a comunidades negras, migrantes (normalmente latinas) y pobres. Así se da cuenta de una sistematización del racismo. 

Lee más en el enlace de nuestra biografía.
.
.
.
.
.
.
.
.
#tesla #ambiente #racismo #racismoambiental #medioambientesomostodos #medioambientelimpio #planetatierra #austintexas #elonmusk #elonmusknews #greenpeace #ambientesano #tierra #actualidad",Message,Photo,0,28,,,,28,0,0,0,
Twitter,https://twitter.com/orlandtt/statuses/1516468436108460051,orlandtt,4/19/2022 1:27 pm,Algunas ocasiones pienso que yo estoy mal o soy resentido pero si a mi me hacen algo que me dañe mi estabilidad emocional la neta yo elimino a esa persona de mi vida y veo que muchas personas a las semanas olvidan que lloran por el daño que les hacen y viven como si nada. :/,Message,Text Only,115,2,"Tepic, Nayarit, Mexico",,,1,0,0,1,Backlash
Twitter,https://twitter.com/pepepanda/statuses/1516465918091702273,pepepanda,4/19/2022 1:17 pm,"Si ven a un güero con sombrero y le preguntan: “¿a cuánto los quesos?”, también es racismo y menonitofobia.",Message,Text Only,5419,0,"Santa Rosa Jauregui, Querétaro, Mexico",,,0,0,0,0,Odio
Twitter,https://twitter.com/CarmenB93619935/statuses/1516465713480937478,CarmenB93619935,4/19/2022 1:16 pm,PFifiona Es un vil acomplejado rencoroso!,Mention,Text Only,15,0,"Naucalpan de Juarez, México, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/CarmenB93619935/statuses/1516465386283315214,CarmenB93619935,4/19/2022 1:14 pm,El_Universal_Mx No gracias esa pedagogía de un acomplejado resentido NO,Mention,Text Only,15,0,"Naucalpan de Juarez, México, Mexico",Women,,0,0,0,0,Backlash
Twitter,https://twitter.com/CarmenB93619935/statuses/1516464973773512720,CarmenB93619935,4/19/2022 1:13 pm,pedroferriz3 Es la reacción de un acomplejado q No sabe perder!,Mention,Text Only,15,0,"Naucalpan de Juarez, México, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/codebadri/statuses/1516462133516640265,codebadri,4/19/2022 1:02 pm,"Mejor dicho imposible... | QT: @LauraBruges @CitlaHM Tristemente célebre su paso por la historia de esta pobre mujer acomplejada y resentida; Será recordada por vulgar, por su aspecto físico, y su descuido, su limitado lenguaje, su auto atentado, por sus amenazas y su infinita sumisión abyecta. 

En ningún lado demostró capacidad.",Message,Text Only,1076,14,"Naucalpan de Juarez, México, Mexico",Women,,10,0,1,3,Género
Instagram,https://www.instagram.com/p/CciimgvrOsw/,,4/19/2022 12:41 pm,"Nuevo episodio de la saga de #PodcastUR #ConLasPilasPuestas producida por nuestra midecanatura con el apoyo de #PsicologíaUR . En este podcast hablan de #Racismo , con Danny Ramirez, Socióloga, Magister en Estudios de Género y líder afrodescendiente de Buenaventura. Danny habló sobre del significado del racismo, su vigencia y las consecuencias emocionales que tiene para miles de personas en a la actualidad.
🖥📲 También en #Spotify #Deezer #IHeartRadio #ApplePodcast",Message,Photo,0,5,,,,3,0,2,0,
Instagram,https://www.instagram.com/tv/Ccie0qEFHWz/,,4/19/2022 12:08 pm,#bonbas de #racismo  #arma qué está utilizando los rusos  batalla de dombas,Message,Video,0,0,,,,0,0,0,0,
Instagram,https://www.instagram.com/p/CcieHvTjQN6/,,4/19/2022 12:01 pm,"Y Chimamanda lo ha vuelto a hacer. No suelo comprarme libros sin haberlos leído antes porque quiero tener solo aquellos que para mi son joyas y que sé que releeré o que dejaré a alguna persona, pero con Chimamanda sé que me puedo lanzar a la piscina y no falla, porque “Medio sol amarillo” me lo compré sin haber leído ni una sola página y no me arrepiento.
.
.
Chimamanda siempre escribe libros con un contexto social y racial muy importante y en este caso nos cuenta la historia del inicio de la guerra entre Nigeria y  el nuevo estado de Biafra (cuya creación también viviremos en la novela) en los años 60, así como la lucha entre Igbos, Yorubas y Hausas a través de una profesora de familia adinerada, el criado de la pareja de ella y un escritor británico que se encuentra en el país. Y con esos tres personajes la autora va trazando una historia que te absorbe y te engancha hasta que llegas al final. Nos habla de la sociedad nigeriana, del colonialismo, de los problemas entre las antiguas tribus, de racismo, de la guerra, de exterminios, de las relaciones sociales, del lugar de la mujer en esas relaciones, del hambre, etc.
.
.
No hay una sola página que sobre o que se te haga pesada. Yo no sé cómo lo hace esta mujer pero cada novela suya que he leído se ha ido a mi hueco de libros favoritos que leer y releer una y mil veces. Personalmente me gusta mucho su estilo de escritura, logra que te sitúes en el escenario de los personajes, que empatices con ellos, que vivas su historia y ninguno de sus libros te deja indiferente. Una de las cosas que más me gusta de ella es que es una mujer negra nigeriana que emigró a EEUU por lo que sus historias tienen una buena dosis de reflexión tanto sobre el tema racial, como el feminismo, como la inmigración, es decir, tres temas que siguen siendo motivo de debate a día de hoy. En resumen, lo único que le puedo pedir a la autora es que ojalá publique otra novela pronto. 
.
.
¿Habéis leído alguno de sus libros?
.
.
#book #libro #bookstagram #bookstagraespaña #mediosolamarillo #chimamandangochi #leoyreseño #leoycomparto #racismo #feminismo #leoyrecomiendo",Message,Photo,0,46,,,,42,0,4,0,Género
Instagram,https://www.instagram.com/p/Ccice40oEok/,,4/19/2022 11:47 am,"Hoy hemos iniciado el Módulo 3 del primer grupo de la Formación para Desarrollar Estrategias de Sensibilización Contra los Estereotipos de Género y Racismo en la contratación, que forma parte del Proyecto GRASE. 

El enfoque de este tercer módulo está enfocado al Orientador inclusivo y sus dos sesiones cubrirán las:
- Competencias profesionales inclusivas
- Puesta en práctica

Este Módulo irá a cargo de Abel Guio, Gema Torre y Rocío Iglesias:

Licenciados en Psicología.

Colaboradores en el proyecto de Fundación Adecco de Investigación, Desarrollo e Innovación sobre Sesgos Inconscientes.

Expertos en Diversidad e Inclusión.

Para saber más sobre esta formación, pincha en el enlace de nuestro perfil.

#formación #formaciónonline #proyectograse #orientaciónlaboral #género #racismo",Message,Photo,0,2,,,,2,0,0,0,
Twitter,https://twitter.com/MisslawyerRuth/statuses/1516442291791187975,MisslawyerRuth,4/19/2022 11:43 am,Angel_Fierro79 Ese otro resentido social con aires de grandeza e ínfulas de dictador que la historia engrandece porque siempre es escrita por “los vencedores” y no por lo que realmente aconteció.,Mention,Text Only,14752,0,"Teziutlan, Puebla, Mexico",Women,,0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CcibcyrKka6/,,4/19/2022 11:38 am,"¿Sabes qué es el antigitanismo? ❌

👉 El racismo hacia las personas gitanas es solo uno más de los tipos de racismo que aún permanecen en nuestra sociedad. 

Solo conociendo los datos le podremos dar la vuelta al futuro, parándolo. ✋ 

¡Por un mundo de colores!

#racismo #antigitanismo #gitanos #igualdad #discriminación #odio #delitosdeodio #pedagogía #educación #edtech #tecnología #educar #familia #docentes #educaciónemocional #futuro #tecnología #digitalización #hijos #trabajo #estudiar #aprendizaje #aprender #aprenderestodo #EDFutura",Message,Photo,0,4,,,,4,0,0,0,
